wing_sec_7
 1.000000 0.008329
 0.998958 0.008462
 0.995838 0.008858
 0.990651 0.009516
 0.983418 0.010429
 0.974170 0.011591
 0.962943 0.012995
 0.949783 0.014629
 0.934744 0.016485
 0.917887 0.018549
 0.899281 0.020812
 0.879002 0.023259
 0.857134 0.025879
 0.833765 0.028657
 0.808991 0.031582
 0.782915 0.034637
 0.755642 0.037808
 0.727285 0.041079
 0.697960 0.044430
 0.667777 0.047763
 0.636853 0.050985
 0.605314 0.054065
 0.573289 0.056966
 0.540908 0.059656
 0.508307 0.062100
 0.475617 0.064263
 0.442977 0.066112
 0.410520 0.067616
 0.378382 0.068725
 0.346700 0.069364
 0.315608 0.069512
 0.285244 0.069153
 0.255741 0.068277
 0.227230 0.066878
 0.199841 0.064959
 0.173699 0.062526
 0.148927 0.059595
 0.125642 0.056184
 0.103959 0.052316
 0.083990 0.048020
 0.065845 0.043326
 0.049633 0.038264
 0.035474 0.032868
 0.023497 0.027175
 0.013865 0.021240
 0.006771 0.015192
 0.002374 0.009378
 0.000434 0.004522
 0.000001 0.001406
 0.000000 0.000356
 0.000048 -0.000688
 0.000664 -0.003757
 0.002867 -0.008471
 0.007641 -0.013935
 0.015154 -0.019377
 0.025199 -0.024464
 0.037553 -0.029108
 0.052042 -0.033291
 0.068529 -0.037013
 0.086895 -0.040278
 0.107028 -0.043088
 0.128820 -0.045448
 0.152163 -0.047364
 0.176945 -0.048846
 0.203053 -0.049908
 0.230371 -0.050566
 0.258778 -0.050844
 0.288153 -0.050766
 0.318372 -0.050363
 0.349308 -0.049667
 0.380831 -0.048711
 0.412813 -0.047528
 0.445118 -0.046101
 0.477613 -0.044448
 0.510165 -0.042601
 0.542640 -0.040593
 0.574906 -0.038454
 0.606831 -0.036213
 0.638284 -0.033898
 0.669136 -0.031532
 0.699263 -0.029140
 0.728535 -0.026680
 0.756828 -0.024110
 0.784024 -0.021463
 0.810015 -0.018772
 0.834694 -0.016072
 0.857962 -0.013394
 0.879725 -0.010774
 0.899895 -0.008244
 0.918393 -0.005836
 0.935144 -0.003583
 0.950082 -0.001514
 0.963148 0.000343
 0.974292 0.001961
 0.983469 0.003318
 0.990644 0.004395
 0.995788 0.005176
 0.998883 0.005649
 0.999916 0.005807
